file	line	id	hex	context
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/android/support/v4/app/FragmentActivity.java	521	2130706432	0x7f000000	                    case 2130706432:
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/settings/SettingsBluetooth.java	36	2130837609	0x7f020069	            this.mToolBar.setNavigationIcon(2130837609);
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	180	2130837641	0x7f020089	                        this.expanded.setImageResource(2130837641);
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	183	2130837642	0x7f02008a	                        this.expanded.setImageResource(2130837642);
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	202	2130837641	0x7f020089	                    this.expanded.setImageResource(2130837641);
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	205	2130837642	0x7f02008a	                    this.expanded.setImageResource(2130837642);
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	232	2130837641	0x7f020089	                this.expanded.setImageResource(2130837641);
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	236	2130837642	0x7f02008a	                this.expanded.setImageResource(2130837642);
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	387	2130837660	0x7f02009c	                return 2130837660;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	389	2130837630	0x7f02007e	                return 2130837630;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	391	2130837631	0x7f02007f	                return 2130837631;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	393	2130837626	0x7f02007a	                return 2130837626;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	395	2130837627	0x7f02007b	                return 2130837627;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	397	2130837628	0x7f02007c	                return 2130837628;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	399	2130837629	0x7f02007d	                return 2130837629;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/ErrorCodeAdapter.java	401	2130837607	0x7f020067	                return 2130837607;
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/DrawerListAdapter.java	26	2130837613	0x7f02006d	        DrawerListAdapterItem[] temp = {new DrawerListAdapterItem(happyBlue, false, 2131230758, 2130837613), new DrawerListAdapterItem(happyBlue, false, R.string.title_activity_maintenance, 0), new DrawerListAdapterItem(happyBlue, true, R.string.title_activity_error_codes, R.drawable.ic_maintanance_errors), new DrawerListAdapterItem(happyBlue, false, R.string.fun, 0), new DrawerListAdapterItem(happyBlue, true, R.string.title_activity_light_piano, R.drawable.ic_kalvier), new DrawerListAdapterItem(happyBlue, true, R.string.title_activity_car_performance, R.drawable.ic_performance), new DrawerListAdapterItem(happyBlue, false, R.string.extras, 0), new DrawerListAdapterItem(happyBlue, true, R.string.track_activity_title, R.drawable.ic_action_strecke), new DrawerListAdapterItem(happyBlue, true, R.string.fft_activity_title, R.drawable.ic_happysound), new DrawerListAdapterItem(happyBlue, false, R.string.settings, 0), new DrawerListAdapterItem(happyBlue, true, R.string.title_activity_settings__app, R.drawable.ic_app), new DrawerListAdapterItem(happyBlue, true, R.string.title_activity_settings__car, R.drawable.ic_car)};
/home/openclaw/.openclaw/workspace/repos/hendr15k/happyblue-elm327/app/src/main/java/com/happyblue/activities/adapter/DrawerListAdapter.java	86	2130837613	0x7f02006d	            this.items[0].setResId(2130837613);
/home/openclaw/workspace/happyblue-elm327/app/src/main/java/com/happyblue/activities/MainMenu.java	163	2130837658	0x7f02009a	            this.menue = new int[][]{new int[]{R.string.cockpit, R.drawable.ic_tacho}, new int[]{R.string.control, R.drawable.ic_key}, new int[]{R.string.track_activity_title, 2130837658}, new int[]{R.string.fun, R.drawable.ic_kalvier}, new int[]{R.string.maintenance, R.drawable.ic_maintenance}, new int[]{R.string.extras, 2130837661}};
/home/openclaw/workspace/happyblue-elm327/app/src/main/java/com/happyblue/activities/MainMenu.java	163	2130837661	0x7f02009d	            this.menue = new int[][]{new int[]{R.string.cockpit, R.drawable.ic_tacho}, new int[]{R.string.control, R.drawable.ic_key}, new int[]{R.string.track_activity_title, 2130837658}, new int[]{R.string.fun, R.drawable.ic_kalvier}, new int[]{R.string.maintenance, R.drawable.ic_maintenance}, new int[]{R.string.extras, 2130837661}};
